"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"180";41;"Private,";172828;"9th,";5;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;55;"Outlying-US(Guam-USVI-etc),";"<=50K"
"181";35;"Private,";356838;"Some-college,";10;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";2829;0;55;"Poland,";"<=50K"
"182";26;"Private,";222637;"10th,";6;"Never-married,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;55;"Puerto-Rico,";"<=50K"
"183";29;"Private,";201017;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;55;"Scotland,";"<=50K"
"184";50;"Federal-gov,";251585;"Bachelors,";13;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"185";40;"Federal-gov,";56795;"Masters,";14;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";14084;0;55;"United-States,";"<=50K"
"186";45;"Private,";109434;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"187";28;"Private,";76714;"Prof-school,";15;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"188";66;"Private,";127921;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";2050;0;55;"United-States,";"<=50K"
"189";22;"Private,";410439;"HS-grad,";9;"Married-spouse-absent,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"190";25;"Private,";86872;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"191";45;"Self-emp-inc,";197332;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"192";28;"Private,";114053;"Bachelors,";13;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"193";52;"Self-emp-inc,";51048;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"194";29;"Private,";34383;"Assoc-voc,";11;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"195";26;"Private,";75654;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"196";45;"Local-gov,";86644;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"197";51;"Private,";386773;"Bachelors,";13;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"198";31;"Private,";244147;"HS-grad,";9;"Divorced,";"Craft-repair,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"199";26;"Private,";90980;"Assoc-voc,";11;"Divorced,";"Adm-clerical,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"200";47;"Private,";341995;"Some-college,";10;"Divorced,";"Sales,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"201";63;"Local-gov,";28856;"7th-8th,";4;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"202";42;"Private,";162003;"HS-grad,";9;"Divorced,";"Machine-op-inspct,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"203";56;"Private,";112840;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"204";45;"Private,";368561;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"205";28;"Private,";187160;"Prof-school,";15;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"206";52;"Self-emp-not-inc,";44728;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"207";41;"Private,";293791;"Assoc-voc,";11;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"208";59;"Private,";151616;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"209";35;"?,";327120;"Assoc-acdm,";12;"Never-married,";"?,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"210";44;"Self-emp-not-inc,";230684;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"211";36;"Self-emp-not-inc,";105021;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"212";64;"Self-emp-inc,";179436;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;55;"United-States,";">50K"
"213";26;"Local-gov,";166295;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;2339;55;"United-States,";"<=50K"
"214";35;"Private,";119272;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"215";42;"Private,";182342;"Some-college,";10;"Widowed,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"216";45;"Private,";191914;"HS-grad,";9;"Divorced,";"Transport-moving,";"Unmarried,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"217";34;"Private,";192002;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"218";45;"Private,";112283;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"219";30;"Private,";230224;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"220";37;"Private,";379522;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"221";43;"Self-emp-inc,";172826;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";99999;0;55;"United-States,";"<=50K"
"222";37;"Private,";35330;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;1669;55;"United-States,";"<=50K"
"223";29;"Private,";75648;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"224";61;"?,";113544;"Bachelors,";13;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"225";37;"State-gov,";160402;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"226";44;"Private,";175935;"Doctorate,";16;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"227";22;"Private,";460835;"HS-grad,";9;"Never-married,";"Craft-repair,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"228";22;"Private,";189950;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"229";48;"Private,";80651;"HS-grad,";9;"Divorced,";"Machine-op-inspct,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"230";57;"Self-emp-not-inc,";73309;"HS-grad,";9;"Widowed,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"231";32;"Private,";195891;"Bachelors,";13;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"232";45;"Private,";192835;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1977;55;"United-States,";">50K"
"233";47;"Private,";155489;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";7688;0;55;"United-States,";"<=50K"
"234";34;"Private,";89644;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"235";32;"Private,";281437;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"236";41;"Private,";255044;"Bachelors,";13;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"237";34;"Private,";33945;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";6849;0;55;"United-States,";"<=50K"
"238";38;"Private,";187264;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Wife,";"White,";"Female,";0;0;55;"United-States,";">50K"
"239";63;"Local-gov,";41161;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"240";35;"Private,";115792;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"241";45;"Private,";84790;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"242";44;"Local-gov,";33068;"12th,";8;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"243";39;"Self-emp-inc,";122742;"Assoc-acdm,";12;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;55;"United-States,";">50K"
"244";25;"Private,";131976;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"245";49;"Private,";199029;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;2415;55;"United-States,";">50K"
"246";26;"Private,";187577;"Assoc-voc,";11;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"247";30;"Private,";91145;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"248";26;"Private,";73689;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"249";31;"Private,";329301;"HS-grad,";9;"Divorced,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"250";39;"Private,";96452;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"251";31;"Private,";42485;"HS-grad,";9;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"252";57;"Self-emp-not-inc,";149168;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"253";38;"Private,";112561;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"254";37;"Self-emp-inc,";291518;"Bachelors,";13;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";15024;0;55;"United-States,";">50K"
"255";53;"Private,";104501;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1902;55;"United-States,";">50K"
"256";39;"Private,";746786;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"257";52;"Private,";177858;"HS-grad,";9;"Divorced,";"Craft-repair,";"Other-relative,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"258";40;"Private,";510072;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"259";33;"Private,";144064;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"260";32;"Private,";34104;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";3103;0;55;"United-States,";"<=50K"
"261";29;"Private,";37215;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"262";68;"Private,";128472;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"263";18;"Private,";232024;"11th,";7;"Never-married,";"Machine-op-inspct,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"264";39;"Federal-gov,";65324;"Prof-school,";15;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";">50K"
"265";21;"?,";189888;"Assoc-acdm,";12;"Never-married,";"?,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"266";53;"Private,";424079;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;55;"United-States,";">50K"
"267";61;"Private,";51170;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"268";58;"Local-gov,";54947;"Some-college,";10;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"269";53;"Private,";121441;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"270";29;"Self-emp-not-inc,";160786;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"271";28;"Local-gov,";250135;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";0;1902;55;"United-States,";">50K"
"272";38;"Private,";33001;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"273";28;"Private,";56179;"Some-college,";10;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";2174;0;55;"United-States,";"<=50K"
"274";21;"Private,";64520;"HS-grad,";9;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"275";19;"Private,";42750;"Some-college,";10;"Never-married,";"Handlers-cleaners,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"276";41;"Private,";323790;"HS-grad,";9;"Divorced,";"Handlers-cleaners,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"277";29;"Self-emp-not-inc,";141185;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"278";31;"Private,";101562;"HS-grad,";9;"Married-civ-spouse,";"Machine-op-inspct,";"Wife,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"279";36;"Private,";154669;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"280";39;"Private,";102953;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";7298;0;55;"United-States,";">50K"
"281";33;"Private,";123253;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"282";34;"Local-gov,";177675;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"283";50;"Private,";69345;"Assoc-voc,";11;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";3103;0;55;"United-States,";"<=50K"
"284";45;"Self-emp-inc,";170871;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;55;"United-States,";">50K"
"285";37;"Self-emp-not-inc,";121510;"HS-grad,";9;"Divorced,";"Exec-managerial,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"286";55;"Self-emp-not-inc,";124975;"HS-grad,";9;"Divorced,";"Craft-repair,";"Unmarried,";"White,";"Male,";27828;0;55;"United-States,";"<=50K"
"287";39;"Private,";25803;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"288";52;"Private,";124993;"HS-grad,";9;"Never-married,";"Craft-repair,";"Own-child,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"289";34;"Private,";204461;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"290";52;"Self-emp-not-inc,";313243;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"291";31;"Private,";34572;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"292";52;"Private,";133403;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"293";45;"Local-gov,";236586;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";7688;0;55;"United-States,";">50K"
"294";33;"Private,";204042;"Some-college,";10;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"295";45;"Self-emp-not-inc,";242184;"7th-8th,";4;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"296";52;"Private,";347519;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"297";32;"Private,";116539;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1887;55;"United-States,";">50K"
"298";51;"Private,";335997;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";4386;0;55;"United-States,";">50K"
"299";32;"Private,";169841;"Some-college,";10;"Divorced,";"Sales,";"Not-in-family,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"300";50;"Private,";279129;"Bachelors,";13;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"301";30;"Private,";172304;"Assoc-voc,";11;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"302";23;"Private,";189461;"HS-grad,";9;"Never-married,";"Sales,";"Other-relative,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"303";37;"Self-emp-not-inc,";48063;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"304";37;"Self-emp-not-inc,";188774;"Bachelors,";13;"Never-married,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"305";43;"Local-gov,";260696;"Bachelors,";13;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"306";41;"Private,";166813;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"307";45;"Private,";127111;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"308";32;"Private,";127384;"Assoc-voc,";11;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"309";30;"Private,";378723;"Some-college,";10;"Divorced,";"Adm-clerical,";"Own-child,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"310";69;"Self-emp-not-inc,";104003;"7th-8th,";4;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"311";38;"Private,";342448;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"312";23;"Private,";435835;"HS-grad,";9;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;1669;55;"United-States,";"<=50K"
"313";38;"Private,";101978;"Some-college,";10;"Separated,";"Machine-op-inspct,";"Not-in-family,";"White,";"Male,";0;2258;55;"United-States,";"<=50K"
"314";41;"Local-gov,";208174;"Masters,";14;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"315";40;"Self-emp-not-inc,";238574;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;55;"United-States,";">50K"
"316";39;"State-gov,";201105;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Wife,";"White,";"Female,";0;0;55;"United-States,";"<=50K"
"317";31;"State-gov,";75755;"Doctorate,";16;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7298;0;55;"United-States,";">50K"
"318";34;"Self-emp-not-inc,";29254;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
"319";36;"Local-gov,";217414;"Some-college,";10;"Divorced,";"Protective-serv,";"Unmarried,";"White,";"Male,";0;0;55;"United-States,";"<=50K"
